Date(YYYY-MM-DD hh:mm:ss),100m wind speed (m/s), rated power output at 100m (MW), SCORE-lite power output at 100m (MW),CorrectedScore
2006-01-02 15:00:00,25.130,30.000,27.945,27.945
2006-01-02 15:10:00,24.650,30.000,30.000,30.000
2006-01-02 15:20:00,24.570,30.000,30.000,30.000
2006-01-02 15:30:00,24.770,30.000,30.000,30.000
2006-01-02 15:40:00,25.230,30.000,29.510,29.510
2006-01-02 15:50:00,24.590,30.000,29.687,29.687
2006-01-02 16:00:00,24.340,30.000,30.000,30.000
2006-01-02 16:10:00,24.820,30.000,30.000,30.000
2006-01-02 16:20:00,25.150,30.000,27.719,27.719
2006-01-02 16:30:00,25.300,30.000,30.000,30.000
2006-01-02 16:40:00,25.710,30.000,30.000,30.000
2006-01-02 16:50:00,25.630,30.000,30.000,30.000
2006-01-02 17:00:00,24.150,30.000,28.815,28.815
2006-01-02 17:10:00,23.100,30.000,30.000,30.000
2006-01-02 17:20:00,22.790,30.000,30.000,30.000
2006-01-02 17:30:00,21.860,30.000,30.000,30.000
2006-01-02 17:40:00,22.460,30.000,28.472,28.472
2006-01-02 17:50:00,22.870,30.000,29.172,29.172
2006-01-02 18:00:00,21.790,30.000,30.000,30.000
2006-01-02 18:10:00,19.990,30.000,28.829,28.829
2006-01-02 18:20:00,19.670,30.000,29.992,29.992
2006-01-02 18:30:00,19.690,30.000,30.000,30.000
2006-01-02 18:40:00,19.420,30.000,29.381,29.381
2006-01-02 18:50:00,21.140,30.000,30.000,30.000
2006-01-02 19:00:00,20.530,30.000,30.000,30.000
2006-01-02 19:10:00,18.760,30.000,30.000,30.000
2006-01-02 19:20:00,17.660,30.000,30.000,30.000
2006-01-02 19:30:00,16.140,29.946,30.000,30.000
2006-01-02 19:40:00,14.900,29.445,28.217,28.217
2006-01-02 19:50:00,15.520,29.775,28.346,28.346
2006-01-02 20:00:00,15.920,29.889,30.000,30.000
2006-01-02 20:10:00,15.610,29.802,30.000,30.000
2006-01-02 20:20:00,14.990,29.574,29.010,29.010
2006-01-02 20:30:00,16.150,29.952,30.000,30.000
2006-01-02 20:40:00,16.720,29.976,30.000,30.000
2006-01-02 20:50:00,15.940,29.898,29.453,29.453
2006-01-02 21:00:00,16.090,29.940,28.401,28.401
2006-01-02 21:10:00,16.410,29.964,29.639,29.639
2006-01-02 21:20:00,16.330,29.958,29.693,29.693
2006-01-02 21:30:00,16.060,29.934,29.059,29.059
2006-01-02 21:40:00,18.010,30.000,27.693,27.693
2006-01-02 21:50:00,19.070,30.000,29.935,29.935
2006-01-02 22:00:00,18.640,30.000,30.000,30.000
2006-01-02 22:10:00,19.060,30.000,30.000,30.000
2006-01-02 22:20:00,19.380,30.000,30.000,30.000
2006-01-02 22:30:00,19.650,30.000,30.000,30.000
2006-01-02 22:40:00,19.780,30.000,28.976,28.976
2006-01-02 22:50:00,19.980,30.000,30.000,30.000
2006-01-02 23:00:00,20.250,30.000,30.000,30.000
2006-01-02 23:10:00,19.970,30.000,30.000,30.000
2006-01-02 23:20:00,19.540,30.000,28.277,28.277
2006-01-02 23:30:00,19.940,30.000,30.000,30.000
2006-01-02 23:40:00,20.140,30.000,27.771,27.771
2006-01-02 23:50:00,20.250,30.000,29.385,29.385
2006-01-03 00:00:00,19.920,30.000,30.000,30.000
2006-01-03 00:10:00,19.330,30.000,30.000,30.000
2006-01-03 00:20:00,18.900,30.000,30.000,30.000
2006-01-03 00:30:00,18.470,30.000,29.275,29.275
2006-01-03 00:40:00,18.070,30.000,26.759,26.759
2006-01-03 00:50:00,17.440,30.000,30.000,30.000
2006-01-03 01:00:00,16.640,29.976,29.920,29.920
2006-01-03 01:10:00,15.940,29.910,30.000,30.000
2006-01-03 01:20:00,15.430,29.769,28.153,28.153
2006-01-03 01:30:00,14.970,29.613,30.000,30.000
2006-01-03 01:40:00,14.620,29.202,29.397,29.397
2006-01-03 01:50:00,14.600,29.181,29.365,29.365
2006-01-03 02:00:00,14.640,29.226,30.000,30.000
2006-01-03 02:10:00,16.030,29.940,28.715,28.715
2006-01-03 02:20:00,17.010,29.994,30.000,30.000
2006-01-03 02:30:00,17.540,30.000,29.552,29.552
2006-01-03 02:40:00,17.620,30.000,29.987,29.987
2006-01-03 02:50:00,17.370,30.000,29.871,29.871
2006-01-03 03:00:00,17.520,30.000,30.000,30.000
2006-01-03 03:10:00,17.800,30.000,27.257,27.257
2006-01-03 03:20:00,17.750,30.000,26.815,26.815
2006-01-03 03:30:00,17.820,30.000,26.908,26.908
2006-01-03 03:40:00,17.970,30.000,30.000,30.000
2006-01-03 03:50:00,17.650,30.000,30.000,30.000
2006-01-03 04:00:00,17.420,30.000,30.000,30.000
2006-01-03 04:10:00,17.420,30.000,30.000,30.000
2006-01-03 04:20:00,17.150,30.000,30.000,30.000
2006-01-03 04:30:00,16.960,29.994,29.124,29.124
2006-01-03 04:40:00,16.790,29.985,28.948,28.948
2006-01-03 04:50:00,16.390,29.967,30.000,30.000
2006-01-03 05:00:00,15.840,29.901,26.620,26.620
2006-01-03 05:10:00,15.140,29.706,29.649,29.649
